Hours_Studied;Attendance;Parental_Involvement;Parental_Involvement_ordinal;Access_to_Resources;Access_to_Resources_ordinal;Extracurricular_Activities;Sleep_Hours;Previous_Scores;Motivation_Level;Motivation_Level_ordinal;Internet_Access;Tutoring_Sessions;Family_Income;Family_Income_ordinal;Teacher_Quality;Teacher_Quality_ordinal;Peer_Influence;Peer_Influence_ordinal;Physical_Activity;Learning_Disabilities;Parental_Education_Level;Parental_Education_Level_ordinal;Distance_from_Home;Distance_from_Home_ordinal;Exam_Score;School_Type_Private;School_Type_Public;Gender_Female;Gender_Male
0.6511627906976744;-0.17496838961245856;Medium;2;Medium;2;0;0.16666666666666663;1.6621573439384376;High;3;1;0.0;High;3;Medium;2;Negative;-1;0.16666666666666666;0;High School;0;Moderate;1;0.44658244798680435;False;True;True;False
0.4186046511627907;1.6432421905654877;Medium;2;High;3;0;0.33333333333333337;0.6204371140361101;Medium;2;1;0.125;Medium;2;High;3;Neutral;0;0.5;0;High School;0;Near;0;1.213079448325836;False;True;False;True
0.4418604651162791;-0.5212942144082578;Medium;2;High;3;0;0.6666666666666666;0.9676771906702193;Low;1;1;0.125;Medium;2;Medium;2;Negative;-1;0.3333333333333333;0;College;1;Moderate;1;-0.3199145523522275;False;True;True;False
0.23255813953488375;-0.17496838961245856;High;3;Medium;2;1;0.6666666666666666;1.7316053592652594;High;3;1;0.125;Low;1;Medium;2;Neutral;0;0.5;0;High School;0;Moderate;1;-0.3199145523522275;False;True;False;True
0.37209302325581395;-1.3005273201988061;Low;1;High;3;1;0.16666666666666663;-0.004595023905286278;Medium;2;1;0.25;Low;1;Medium;2;Positive;1;0.5;0;High School;0;Near;0;-1.0864115526912592;False;True;True;False
0.46511627906976744;-1.5602716887956556;High;3;Low;1;1;0.33333333333333337;-1.4630033457685447;High;3;1;0.0;High;3;High;3;Positive;1;0.5;0;Postgraduate;2;Far;2;-0.8309125525782487;False;True;False;True
0.27906976744186046;0.9505905409738891;Low;1;Medium;2;0;0.33333333333333337;1.037125205997041;Medium;2;1;0.125;High;3;Medium;2;Negative;-1;0.3333333333333333;1;High School;0;Moderate;1;-0.5754135524652381;False;True;True;False
0.48837209302325585;0.25793889138229054;High;3;High;3;1;0.33333333333333337;1.3149172673043283;Medium;2;1;0.0;High;3;Medium;2;Neutral;0;0.3333333333333333;0;College;1;Moderate;1;0.9575804482128255;False;True;False;True
0.3488372093023256;0.8640090847749392;Medium;2;Medium;2;0;0.0;-1.1852112844612572;Medium;2;1;0.125;Low;1;Medium;2;Neutral;0;0.5;0;High School;0;Moderate;1;-0.3199145523522275;False;True;True;False
0.3953488372093023;-1.2139458639998564;High;3;High;3;0;0.0;-1.67134739174901;Low;1;1;0.25;Low;1;Medium;2;Neutral;0;0.3333333333333333;0;College;1;Near;0;-0.8309125525782487;True;False;False;True
0.3488372093023256;0.25793889138229054;Low;1;Medium;2;0;0.33333333333333337;-1.2546592997880792;Medium;2;1;0.0;High;3;Low;1;Positive;1;0.6666666666666666;1;High School;0;Near;0;-1.0864115526912592;False;True;True;False
0.6976744186046511;-0.8676200392040571;Medium;2;High;3;1;0.4999999999999999;-0.6296271618466828;Medium;2;1;0.125;High;3;Medium;2;Negative;-1;0.5;0;College;1;Near;0;0.44658244798680435;False;True;False;True
0.4418604651162791;-0.9542014954030069;Medium;2;Medium;2;1;0.6666666666666666;1.453813297957972;Medium;2;1;0.25;Medium;2;High;3;Positive;1;0.5;0;High School;0;Near;0;-0.06441555223921687;False;True;False;True
0.5581395348837209;-1.3005273201988061;High;3;Medium;2;0;0.16666666666666663;1.037125205997041;Medium;2;1;0.25;Medium;2;Medium;2;Positive;1;0.5;0;College;1;Moderate;1;0.19108344787379372;False;True;True;False
0.27906976744186046;-0.6944571268061575;Low;1;Medium;2;0;0.33333333333333337;1.2454692519775066;Low;1;1;0.125;Low;1;Medium;2;Negative;-1;0.5;0;High School;0;Near;0;-1.5974095529172805;False;True;False;True
0.46511627906976744;-1.3005273201988061;Medium;2;Low;1;1;0.4999999999999999;1.106573221323863;Low;1;1;0.25;Medium;2;High;3;Positive;1;0.5;0;High School;0;Far;2;-0.8309125525782487;False;True;True;False
0.16279069767441862;1.6432421905654877;Medium;2;Medium;2;0;0.8333333333333334;-1.4630033457685447;Low;1;1;0.25;Low;1;Medium;2;Neutral;0;0.8333333333333333;0;Postgraduate;2;Near;0;-0.06441555223921687;False;True;True;False
0.2558139534883721;-0.6944571268061575;Low;1;Medium;2;1;0.6666666666666666;0.6204371140361101;Medium;2;1;0.125;Low;1;Medium;2;Positive;1;0.8333333333333333;0;High School;0;Near;0;-1.0864115526912592;False;True;True;False
0.46511627906976744;-1.3005273201988061;Low;1;Medium;2;1;0.33333333333333337;1.5927093286116158;Low;1;1;0.125;Medium;2;High;3;Negative;-1;0.6666666666666666;0;High School;0;Near;0;-0.8309125525782487;False;True;False;True
0.5348837209302325;-1.0407829516019567;High;3;Medium;2;0;0.6666666666666666;-1.324107315114901;Low;1;1;0.375;High;3;High;3;Neutral;0;0.16666666666666666;0;College;1;Near;0;-0.06441555223921687;False;True;False;True
0.46511627906976744;0.34452034758124034;Medium;2;Medium;2;1;0.33333333333333337;-1.6018993764221883;Low;1;1;0.125;Medium;2;High;3;Neutral;0;0.3333333333333333;1;College;1;Far;2;-0.5754135524652381;False;True;True;False
0.4186046511627907;-1.4736902325967058;Low;1;High;3;0;0.4999999999999999;1.3149172673043283;Medium;2;1;0.125;Medium;2;Medium;2;Positive;1;0.5;0;High School;0;Moderate;1;-0.8309125525782487;True;False;False;True
0.3953488372093023;1.2103349095707385;Medium;2;High;3;1;0.4999999999999999;0.48154108338246654;Medium;2;1;0.375;Medium;2;Medium;2;Negative;-1;0.3333333333333333;1;College;1;Near;0;0.7020814480998149;True;False;False;True
0.23255813953488375;1.5566607343665377;Medium;2;Medium;2;1;0.8333333333333334;0.48154108338246654;Low;1;1;0.125;Medium;2;Medium;2;Positive;1;0.5;0;Postgraduate;2;Far;2;0.19108344787379372;True;False;False;True
0.3488372093023256;-0.8676200392040571;Medium;2;Medium;2;1;0.6666666666666666;1.5927093286116158;Medium;2;1;0.25;Medium;2;Medium;2;Positive;1;0.5;0;High School;0;Moderate;1;-0.5754135524652381;False;True;False;True
0.37209302325581395;-0.17496838961245856;Medium;2;Medium;2;1;0.33333333333333337;0.8982291753433975;Medium;2;1;0.125;Medium;2;High;3;Positive;1;0.5;0;College;1;Near;0;0.19108344787379372;True;False;True;False
0.5813953488372092;-1.6468531449946056;Medium;2;Low;1;1;0.33333333333333337;-0.35183510053939543;Medium;2;1;0.25;Low;1;Medium;2;Positive;1;0.5;0;High School;0;Moderate;1;-0.8309125525782487;False;True;True;False
0.48837209302325585;0.51768325997914;Low;1;Medium;2;1;0.4999999999999999;-0.21293906988575176;Low;1;1;0.375;Low;1;High;3;Positive;1;0.3333333333333333;0;High School;0;Moderate;1;0.19108344787379372;False;True;False;True
0.18604651162790697;-0.2615498458114084;Medium;2;Medium;2;0;0.16666666666666663;-1.2546592997880792;Medium;2;1;0.25;Medium;2;High;3;Neutral;0;0.5;0;High School;0;Near;0;-1.0864115526912592;False;True;False;True
0.48837209302325585;-0.7810385830051073;Low;1;Medium;2;1;0.4999999999999999;-0.6990751771735045;Low;1;1;0.125;Medium;2;Low;1;Positive;1;0.6666666666666666;0;College;1;Moderate;1;-0.8309125525782487;False;True;False;True
0.3953488372093023;-1.0407829516019567;High;3;Medium;2;0;0.4999999999999999;-0.21293906988575176;Medium;2;1;0.0;Medium;2;Medium;2;Neutral;0;0.5;0;College;1;Near;0;-0.8309125525782487;False;True;False;True
0.3488372093023256;0.51768325997914;Low;1;Medium;2;1;0.6666666666666666;-0.8379712078271482;Medium;2;1;0.25;Medium;2;Medium;2;Positive;1;0.6666666666666666;0;High School;0;Near;0;-0.06441555223921687;False;True;False;True
0.5348837209302325;-0.2615498458114084;High;3;Low;1;0;0.6666666666666666;1.453813297957972;Medium;2;1;0.0;Medium;2;Medium;2;Neutral;0;0.5;0;High School;0;Near;0;-0.06441555223921687;False;True;True;False
0.5813953488372092;-1.1273644078009066;Medium;2;High;3;1;0.4999999999999999;-1.67134739174901;Low;1;1;0.25;High;3;High;3;Neutral;0;0.6666666666666666;1;Postgraduate;2;Far;2;-0.3199145523522275;True;False;True;False
0.5813953488372092;0.6908461723770396;Medium;2;High;3;1;0.16666666666666663;0.273197037402001;Medium;2;1;0.125;Low;1;High;3;Positive;1;0.6666666666666666;0;College;1;Moderate;1;1.213079448325836;True;False;False;True
0.32558139534883723;0.25793889138229054;Medium;2;High;3;0;0.16666666666666663;0.9676771906702193;Low;1;0;0.125;Medium;2;High;3;Neutral;0;0.3333333333333333;1;High School;0;Near;0;-0.5754135524652381;False;True;True;False
0.3953488372093023;1.2103349095707385;Medium;2;Medium;2;1;0.33333333333333337;0.8287811600165756;High;3;1;0.125;Medium;2;Medium;2;Positive;1;0.6666666666666666;0;High School;0;Near;0;0.9575804482128255;False;True;False;True
0.48837209302325585;-1.3005273201988061;High;3;Low;1;0;0.6666666666666666;0.48154108338246654;Medium;2;1;0.25;Medium;2;High;3;Positive;1;0.16666666666666666;0;Postgraduate;2;Near;0;-0.3199145523522275;False;True;True;False
0.5813953488372092;0.9505905409738891;Medium;2;Low;1;1;0.6666666666666666;-0.2823870852125736;Medium;2;1;0.0;Low;1;Medium;2;Neutral;0;0.5;0;High School;0;Moderate;1;0.19108344787379372;True;False;False;True
0.37209302325581395;0.6042647161780897;Medium;2;Medium;2;0;0.4999999999999999;1.453813297957972;Medium;2;1;0.125;High;3;Medium;2;Negative;-1;0.8333333333333333;0;Postgraduate;2;Near;0;0.7020814480998149;False;True;True;False
0.4186046511627907;-1.3005273201988061;Medium;2;Medium;2;1;0.9999999999999999;-0.6296271618466828;Low;1;1;0.0;Low;1;Medium;2;Positive;1;0.5;0;High School;0;Moderate;1;-1.3419105528042699;False;True;False;True
0.27906976744186046;0.6908461723770396;Low;1;High;3;1;0.8333333333333334;0.8982291753433975;High;3;1;0.25;Low;1;High;3;Negative;-1;0.6666666666666666;0;Postgraduate;2;Far;2;0.19108344787379372;True;False;False;True
0.27906976744186046;-0.17496838961245856;Medium;2;High;3;1;0.8333333333333334;1.453813297957972;High;3;1;0.25;Low;1;Medium;2;Neutral;0;0.5;0;College;1;Moderate;1;-0.06441555223921687;False;True;False;True
0.5581395348837209;1.5566607343665377;Low;1;High;3;1;0.6666666666666666;-1.324107315114901;Medium;2;0;0.0;Medium;2;High;3;Neutral;0;0.5;0;Postgraduate;2;Near;0;0.9575804482128255;True;False;False;True
0.627906976744186;-1.2139458639998564;Medium;2;High;3;1;0.6666666666666666;1.5232613132847939;Medium;2;1;0.0;Medium;2;Medium;2;Neutral;0;0.3333333333333333;0;High School;0;Near;0;0.19108344787379372;False;True;False;True
0.4418604651162791;0.51768325997914;Medium;2;Medium;2;1;0.6666666666666666;0.9676771906702193;Medium;2;1;0.125;Low;1;Medium;2;Negative;-1;0.5;0;Postgraduate;2;Near;0;0.44658244798680435;False;True;False;True
0.5813953488372092;-0.434712758209308;Low;1;High;3;1;0.0;0.41209306805564466;High;3;1;0.375;Medium;2;High;3;Positive;1;0.3333333333333333;0;High School;0;Moderate;1;0.7020814480998149;True;False;False;True
0.48837209302325585;1.5566607343665377;Medium;2;High;3;0;0.16666666666666663;-0.42128311586621725;Low;1;0;0.125;Low;1;High;3;Negative;-1;0.6666666666666666;0;High School;0;Moderate;1;0.44658244798680435;False;True;True;False
0.3488372093023256;-0.6078756706072076;Medium;2;Medium;2;0;0.4999999999999999;1.3843652826311503;Medium;2;1;0.125;Low;1;Medium;2;Negative;-1;0.6666666666666666;0;College;1;Near;0;-0.5754135524652381;False;True;False;True
0.48837209302325585;1.5566607343665377;Medium;2;Low;1;1;0.4999999999999999;-1.6018993764221883;Medium;2;0;0.375;Medium;2;Medium;2;Positive;1;0.5;0;College;1;Near;0;0.7020814480998149;False;True;True;False
0.6511627906976744;1.3834978219686382;Medium;2;Low;1;1;0.4999999999999999;-0.21293906988575176;Medium;2;1;0.125;Low;1;Medium;2;Positive;1;0.5;0;High School;0;Moderate;1;0.9575804482128255;False;True;False;True
0.4418604651162791;-0.7810385830051073;Medium;2;Medium;2;1;0.4999999999999999;0.8982291753433975;Medium;2;1;0.125;Low;1;Low;1;Neutral;0;0.6666666666666666;0;College;1;Near;0;-0.5754135524652381;False;True;True;False
0.6511627906976744;1.0371719971728388;Low;1;Medium;2;0;0.0;1.106573221323863;Medium;2;1;0.25;Medium;2;Medium;2;Negative;-1;0.16666666666666666;0;Postgraduate;2;Near;0;1.213079448325836;False;True;True;False
0.06976744186046512;1.7298236467644375;High;3;High;3;1;0.6666666666666666;-1.0463152538076137;High;3;1;0.0;Medium;2;High;3;Positive;1;0.6666666666666666;0;College;1;Moderate;1;0.44658244798680435;True;False;False;True
0.5581395348837209;-0.8676200392040571;Medium;2;Medium;2;0;0.4999999999999999;-1.6018993764221883;Medium;2;1;0.125;Medium;2;Medium;2;Positive;1;0.5;0;Postgraduate;2;Near;0;-0.3199145523522275;False;True;True;False
0.46511627906976744;-0.2615498458114084;Low;1;Medium;2;1;0.4999999999999999;1.037125205997041;Medium;2;1;0.5;Medium;2;Medium;2;Neutral;0;0.5;0;Postgraduate;2;Moderate;1;0.19108344787379372;True;False;False;True
0.3953488372093023;0.08477597898439089;High;3;Low;1;1;0.6666666666666666;-0.2823870852125736;Medium;2;1;0.0;Medium;2;Medium;2;Neutral;0;0.5;0;High School;0;Moderate;1;-0.5754135524652381;False;True;True;False
0.46511627906976744;-0.6944571268061575;Medium;2;Medium;2;1;0.16666666666666663;-1.2546592997880792;Medium;2;1;0.125;High;3;Medium;2;Neutral;0;0.8333333333333333;1;College;1;Moderate;1;-0.8309125525782487;False;True;False;True
0.16279069767441862;-1.6468531449946056;Medium;2;Medium;2;1;0.4999999999999999;-1.4630033457685447;Medium;2;1;0.125;High;3;Medium;2;Positive;1;0.5;0;College;1;Near;0;-1.8529085530302911;False;True;False;True
0.4186046511627907;-0.9542014954030069;Medium;2;High;3;1;0.4999999999999999;0.48154108338246654;High;3;1;0.125;Low;1;Medium;2;Negative;-1;0.3333333333333333;0;High School;0;Near;0;-0.5754135524652381;False;True;False;True
0.48837209302325585;-0.7810385830051073;High;3;Medium;2;0;0.33333333333333337;0.273197037402001;High;3;1;0.125;Low;1;Low;1;Positive;1;0.5;0;High School;0;Near;0;-0.3199145523522275;False;True;False;True
0.6511627906976744;-0.17496838961245856;High;3;High;3;1;0.0;1.2454692519775066;Low;1;1;0.625;Medium;2;High;3;Neutral;0;0.5;0;College;1;Near;0;1.7240774485518573;False;True;False;True
0.37209302325581395;-1.1273644078009066;Medium;2;Medium;2;1;0.16666666666666663;-1.6018993764221883;High;3;1;0.25;Medium;2;Medium;2;Negative;-1;0.5;0;High School;0;Far;2;-1.3419105528042699;True;False;True;False
0.32558139534883723;1.2969163657696883;Medium;2;Medium;2;0;0.4999999999999999;1.2454692519775066;Medium;2;1;0.25;Low;1;Medium;2;Positive;1;0.6666666666666666;0;College;1;Moderate;1;0.7020814480998149;False;True;False;True
0.37209302325581395;0.6908461723770396;Medium;2;High;3;1;0.4999999999999999;1.3149172673043283;Low;1;1;0.0;Medium;2;Medium;2;Neutral;0;0.5;0;High School;0;Near;0;0.44658244798680435;False;True;False;True
0.5581395348837209;-1.4736902325967058;Medium;2;High;3;1;0.4999999999999999;-0.21293906988575176;Medium;2;1;0.375;Medium;2;High;3;Negative;-1;0.6666666666666666;0;College;1;Far;2;-0.06441555223921687;True;False;False;True
0.48837209302325585;0.51768325997914;Low;1;Low;1;0;0.33333333333333337;-1.4630033457685447;Medium;2;1;0.25;Medium;2;Medium;2;Neutral;0;0.0;0;High School;0;Moderate;1;-0.8309125525782487;False;True;False;True
0.37209302325581395;0.51768325997914;Medium;2;High;3;0;0.16666666666666663;1.5232613132847939;High;3;1;0.375;High;3;Medium;2;Neutral;0;0.5;0;College;1;Near;0;0.9575804482128255;False;True;False;True
0.5116279069767441;1.5566607343665377;Medium;2;Low;1;1;0.4999999999999999;-1.4630033457685447;Low;1;1;0.0;Medium;2;Medium;2;Negative;-1;0.5;0;College;1;Near;0;0.19108344787379372;False;True;True;False
0.46511627906976744;-1.7334346011935553;High;3;Medium;2;0;0.4999999999999999;0.34264505272882284;Medium;2;1;0.0;Medium;2;High;3;Neutral;0;0.6666666666666666;1;College;1;Near;0;-0.8309125525782487;False;True;False;True
0.5813953488372092;-0.8676200392040571;Medium;2;Low;1;1;0.6666666666666666;-0.004595023905286278;Medium;2;1;0.125;Medium;2;Low;1;Neutral;0;0.6666666666666666;1;High School;0;Far;2;-1.0864115526912592;True;False;True;False
0.3488372093023256;1.470079278167588;Medium;2;Medium;2;1;0.33333333333333337;1.1760212366506848;Low;1;1;0.0;High;3;Medium;2;Positive;1;0.6666666666666666;0;College;1;Near;0;0.9575804482128255;True;False;False;True
0.3953488372093023;1.470079278167588;High;3;Medium;2;1;0.0;-0.004595023905286278;Low;1;1;0.0;Low;1;Medium;2;Positive;1;0.5;0;High School;0;Moderate;1;0.44658244798680435;False;True;False;True
0.3953488372093023;0.7774276285759895;High;3;Medium;2;1;0.0;-0.14349105455892994;Medium;2;1;0.375;High;3;Medium;2;Positive;1;0.3333333333333333;0;College;1;Near;0;8.367051451490132;True;False;True;False
0.23255813953488375;0.9505905409738891;Medium;2;Medium;2;0;0.33333333333333337;1.3149172673043283;Medium;2;1;0.375;Medium;2;Medium;2;Neutral;0;0.5;0;College;1;Moderate;1;0.19108344787379372;False;True;False;True
0.48837209302325585;-1.387108776397756;Low;1;Medium;2;0;0.4999999999999999;1.5927093286116158;Low;1;0;0.125;Medium;2;Medium;2;Negative;-1;0.5;0;High School;0;Near;0;-1.3419105528042699;False;True;False;True
0.48837209302325585;0.08477597898439089;Medium;2;Medium;2;1;0.4999999999999999;0.13430100674835738;Low;1;1;0.25;Medium;2;Medium;2;Positive;1;0.5;0;Postgraduate;2;Far;2;0.19108344787379372;False;True;True;False
0.4418604651162791;-0.9542014954030069;High;3;High;3;1;0.33333333333333337;-0.14349105455892994;Medium;2;1;0.25;Low;1;Medium;2;Positive;1;0.5;0;High School;0;Far;2;-0.3199145523522275;True;False;False;True
0.4186046511627907;-1.1273644078009066;Low;1;Medium;2;0;0.16666666666666663;1.1760212366506848;High;3;1;0.0;Medium;2;Medium;2;Positive;1;0.5;0;College;1;Near;0;-0.8309125525782487;False;True;False;True
0.2558139534883721;1.0371719971728388;Medium;2;Medium;2;0;0.0;1.1760212366506848;High;3;1;0.25;Medium;2;High;3;Neutral;0;0.5;1;High School;0;Moderate;1;-0.06441555223921687;False;True;False;True
0.37209302325581395;-1.3005273201988061;Medium;2;High;3;1;0.6666666666666666;-0.6296271618466828;Medium;2;1;0.125;High;3;High;3;Neutral;0;0.6666666666666666;1;Postgraduate;2;Moderate;1;-0.5754135524652381;False;True;True;False
0.3953488372093023;-0.08838693341350874;Medium;2;Medium;2;1;0.4999999999999999;0.273197037402001;Medium;2;1;0.0;Low;1;High;3;Neutral;0;0.5;0;College;1;Far;2;-0.5754135524652381;True;False;False;True
0.32558139534883723;1.5566607343665377;High;3;Medium;2;0;0.33333333333333337;-1.1852112844612572;High;3;1;0.0;Low;1;High;3;Positive;1;0.5;0;College;1;Near;0;0.44658244798680435;False;True;False;True
0.4186046511627907;-1.1273644078009066;Medium;2;Medium;2;0;0.16666666666666663;0.48154108338246654;High;3;1;0.125;Low;1;Low;1;Negative;-1;0.5;0;High School;0;Near;0;-1.0864115526912592;True;False;False;True
0.48837209302325585;1.6432421905654877;Medium;2;Low;1;1;0.33333333333333337;1.1760212366506848;Low;1;1;0.375;Medium;2;Medium;2;Negative;-1;0.6666666666666666;0;Postgraduate;2;Moderate;1;1.213079448325836;False;True;False;True
0.6976744186046511;1.7298236467644375;Medium;2;Medium;2;0;0.4999999999999999;-1.1157632691344355;Medium;2;1;0.25;High;3;High;3;Positive;1;0.8333333333333333;0;Postgraduate;2;Moderate;1;2.2350754487778786;False;True;False;True
0.46511627906976744;0.1713574351833407;Medium;2;High;3;1;0.4999999999999999;-0.6296271618466828;High;3;1;0.375;Low;1;Medium;2;Positive;1;0.5;1;College;1;Near;0;0.44658244798680435;False;True;True;False
0.48837209302325585;-1.1273644078009066;Medium;2;Medium;2;1;0.4999999999999999;-0.21293906988575176;High;3;1;0.375;Low;1;High;3;Positive;1;0.3333333333333333;0;Postgraduate;2;Moderate;1;-0.06441555223921687;False;True;True;False
0.4418604651162791;-0.6078756706072076;High;3;Medium;2;1;0.8333333333333334;1.1760212366506848;Medium;2;1;0.25;Medium;2;High;3;Positive;1;0.5;0;College;1;Near;0;0.44658244798680435;False;True;False;True
0.16279069767441862;-0.2615498458114084;High;3;Medium;2;1;0.33333333333333337;0.8287811600165756;Medium;2;1;0.0;Low;1;Medium;2;Neutral;0;0.3333333333333333;0;High School;0;Moderate;1;-1.0864115526912592;False;True;False;True
0.4418604651162791;-0.6944571268061575;Medium;2;Medium;2;0;0.8333333333333334;-0.6296271618466828;Medium;2;1;0.375;Low;1;High;3;Positive;1;0.5;0;Postgraduate;2;Near;0;-0.06441555223921687;True;False;False;True
0.4418604651162791;-0.7810385830051073;Low;1;High;3;1;0.4999999999999999;-0.9074192231539701;High;3;1;0.25;Medium;2;Medium;2;Negative;-1;0.8333333333333333;0;College;1;Near;0;-0.3199145523522275;False;True;False;True
0.7906976744186046;1.6432421905654877;High;3;High;3;1;0.4999999999999999;0.689885129362932;Low;1;1;0.25;Medium;2;High;3;Neutral;0;0.3333333333333333;0;Postgraduate;2;Near;0;3.0015724491169102;True;False;True;False
0.4186046511627907;-1.2139458639998564;Medium;2;Medium;2;0;0.6666666666666666;-0.0740430392321081;Medium;2;1;0.125;High;3;Medium;2;Neutral;0;0.5;0;High School;0;Near;0;-0.8309125525782487;False;True;True;False
0.48837209302325585;0.7774276285759895;High;3;High;3;1;0.33333333333333337;0.34264505272882284;Medium;2;1;0.125;High;3;High;3;Positive;1;0.5;0;High School;0;Near;0;1.4685784484388467;False;True;True;False
0.4418604651162791;-1.7334346011935553;Low;1;High;3;0;0.4999999999999999;0.48154108338246654;High;3;1;0.25;Low;1;High;3;Positive;1;0.6666666666666666;1;High School;0;Near;0;-1.0864115526912592;False;True;False;True
